Freq.	V(N002,N011)
9.54992586021415e+00	(-3.55686757696305e+01dB,-8.80032650655552e+01°)
9.77237220955789e+00	(-3.57684473306611e+01dB,-8.80486829203525e+01°)
9.99999999999978e+00	(-3.59682291619906e+01dB,-8.80930691646947e+01°)
1.02329299228073e+01	(-3.61680208023592e+01dB,-8.81364471325262e+01°)
1.04712854805088e+01	(-3.63678218111812e+01dB,-8.81788396365270e+01°)
1.07151930523758e+01	(-3.65676317676221e+01dB,-8.82202689793206e+01°)
1.09647819614316e+01	(-3.67674502697164e+01dB,-8.82607569644714e+01°)
1.12201845430194e+01	(-3.69672769335247e+01dB,-8.83003249072714e+01°)
1.14815362149686e+01	(-3.71671113923279e+01dB,-8.83389936453203e+01°)
1.17489755493950e+01	(-3.73669532958579e+01dB,-8.83767835488998e+01°)
1.20226443461739e+01	(-3.75668023095616e+01dB,-8.84137145311446e+01°)
1.23026877081235e+01	(-3.77666581138977e+01dB,-8.84498060580141e+01°)
1.25892541179414e+01	(-3.79665204036659e+01dB,-8.84850771580640e+01°)
1.28824955169311e+01	(-3.81663888873641e+01dB,-8.85195464320246e+01°)
1.31825673855638e+01	(-3.83662632865759e+01dB,-8.85532320621846e+01°)
1.34896288259162e+01	(-3.85661433353842e+01dB,-8.85861518215859e+01°)
1.38038426460285e+01	(-3.87660287798115e+01dB,-8.86183230830306e+01°)
1.41253754462272e+01	(-3.89659193772855e+01dB,-8.86497628279036e+01°)
1.44543977074590e+01	(-3.91658148961273e+01dB,-8.86804876548133e+01°)
1.47910838816817e+01	(-3.93657151150638e+01dB,-8.87105137880541e+01°)
1.51356124843617e+01	(-3.95656198227610e+01dB,-8.87398570858922e+01°)
1.54881661891245e+01	(-3.97655288173783e+01dB,-8.87685330486789e+01°)
1.58489319246108e+01	(-3.99654419061433e+01dB,-8.87965568267937e+01°)
1.62181009735889e+01	(-4.01653589049446e+01dB,-8.88239432284200e+01°)
1.65958690743752e+01	(-4.03652796379434e+01dB,-8.88507067271565e+01°)
1.69824365246171e+01	(-4.05652039372027e+01dB,-8.88768614694677e+01°)
1.73780082874934e+01	(-4.07651316423323e+01dB,-8.89024212819747e+01°)
1.77827941003888e+01	(-4.09650626001505e+01dB,-8.89273996785919e+01°)
1.81970085860994e+01	(-4.11649966643604e+01dB,-8.89518098675095e+01°)
1.86208713666283e+01	(-4.13649336952410e+01dB,-8.89756647580267e+01°)
1.90546071796320e+01	(-4.15648735593517e+01dB,-8.89989769672381e+01°)
1.94984459975800e+01	(-4.17648161292507e+01dB,-8.90217588265747e+01°)
1.99526231496883e+01	(-4.19647612832255e+01dB,-8.90440223882043e+01°)
2.04173794466948e+01	(-4.21647089050354e+01dB,-8.90657794312927e+01°)
2.08929613085399e+01	(-4.23646588836661e+01dB,-8.90870414681286e+01°)
2.13796208950218e+01	(-4.25646111130947e+01dB,-8.91078197501149e+01°)
2.18776162394950e+01	(-4.27645654920657e+01dB,-8.91281252736301e+01°)
2.23872113856829e+01	(-4.29645219238767e+01dB,-8.91479687857599e+01°)
2.29086765276772e+01	(-4.31644803161736e+01dB,-8.91673607899049e+01°)
2.34422881531987e+01	(-4.33644405807558e+01dB,-8.91863115512637e+01°)
2.39883291901944e+01	(-4.35644026333892e+01dB,-8.92048311021963e+01°)
2.45470891568497e+01	(-4.37643663936277e+01dB,-8.92229292474692e+01°)
2.51188643150952e+01	(-4.39643317846436e+01dB,-8.92406155693841e+01°)
2.57039578276880e+01	(-4.41642987330645e+01dB,-8.92578994327948e+01°)
2.63026799189532e+01	(-4.43642671688182e+01dB,-8.92747899900109e+01°)
2.69153480392685e+01	(-4.45642370249841e+01dB,-8.92912961855953e+01°)
2.75422870333810e+01	(-4.47642082376519e+01dB,-8.93074267610533e+01°)
2.81838293126439e+01	(-4.49641807457861e+01dB,-8.93231902594185e+01°)
2.88403150312654e+01	(-4.51641544910965e+01dB,-8.93385950297370e+01°)
2.95120922666632e+01	(-4.53641294179154e+01dB,-8.93536492314507e+01°)
3.01995172040195e+01	(-4.55641054730791e+01dB,-8.93683608386843e+01°)
3.09029543251352e+01	(-4.57640826058154e+01dB,-8.93827376444354e+01°)
3.16227766016831e+01	(-4.59640607676364e+01dB,-8.93967872646721e+01°)
3.23593656929621e+01	(-4.61640399122355e+01dB,-8.94105171423387e+01°)
3.31131121482583e+01	(-4.63640199953894e+01dB,-8.94239345512711e+01°)
3.38844156139195e+01	(-4.65640009748642e+01dB,-8.94370466000261e+01°)
3.46736850452523e+01	(-4.67639828103264e+01dB,-8.94498602356232e+01°)
3.54813389233567e+01	(-4.69639654632570e+01dB,-8.94623822472041e+01°)
3.63078054770093e+01	(-4.71639488968700e+01dB,-8.94746192696090e+01°)
3.71535229097164e+01	(-4.73639330760347e+01dB,-8.94865777868730e+01°)
3.80189396320552e+01	(-4.75639179672007e+01dB,-8.94982641356441e+01°)
3.89045144994271e+01	(-4.77639035383276e+01dB,-8.95096845085246e+01°)
3.98107170553488e+01	(-4.79638897588162e+01dB,-8.95208449573364e+01°)
4.07380277804103e+01	(-4.81638765994444e+01dB,-8.95317513963141e+01°)
4.16869383470325e+01	(-4.83638640323050e+01dB,-8.95424096052252e+01°)
4.26579518801582e+01	(-4.85638520307462e+01dB,-8.95528252324206e+01°)
4.36515832240156e+01	(-4.87638405693158e+01dB,-8.95630037978164e+01°)
4.46683592150952e+01	(-4.89638296237067e+01dB,-8.95729506958079e+01°)
4.57088189614864e+01	(-4.91638191707055e+01dB,-8.95826711981183e+01°)
4.67735141287187e+01	(-4.93638091881436e+01dB,-8.95921704565836e+01°)
4.78630092322627e+01	(-4.95637996548496e+01dB,-8.96014535058733e+01°)
4.89778819368434e+01	(-4.97637905506052e+01dB,-8.96105252661513e+01°)
5.01187233627260e+01	(-4.99637818561016e+01dB,-8.96193905456754e+01°)
5.12861383991352e+01	(-5.01637735528989e+01dB,-8.96280540433387e+01°)
5.24807460249760e+01	(-5.03637656233872e+01dB,-8.96365203511531e+01°)
5.37031796370240e+01	(-5.05637580507488e+01dB,-8.96447939566777e+01°)
5.49540873857611e+01	(-5.07637508189231e+01dB,-8.96528792453906e+01°)
5.62341325190335e+01	(-5.09637439125720e+01dB,-8.96607805030086e+01°)
5.75439937337143e+01	(-5.11637373170477e+01dB,-8.96685019177536e+01°)
5.88843655355575e+01	(-5.13637310183616e+01dB,-8.96760475825677e+01°)
6.02559586074343e+01	(-5.15637250031545e+01dB,-8.96834214972784e+01°)
6.16595001861467e+01	(-5.17637192586687e+01dB,-8.96906275707148e+01°)
6.30957344480178e+01	(-5.19637137727203e+01dB,-8.96976696227755e+01°)
6.45654229034640e+01	(-5.21637085336738e+01dB,-8.97045513864501e+01°)
6.60693448007580e+01	(-5.23637035304174e+01dB,-8.97112765097944e+01°)
6.76082975391965e+01	(-5.25636987523392e+01dB,-8.97178485578614e+01°)
6.91830970918920e+01	(-5.27636941893051e+01dB,-8.97242710145879e+01°)
7.07945784384120e+01	(-5.29636898316370e+01dB,-8.97305472846389e+01°)
7.24435960074972e+01	(-5.31636856700921e+01dB,-8.97366806952097e+01°)
7.41310241300899e+01	(-5.33636816958440e+01dB,-8.97426744977874e+01°)
7.58577575029165e+01	(-5.35636779004630e+01dB,-8.97485318698724e+01°)
7.76247116628673e+01	(-5.37636742758993e+01dB,-8.97542559166608e+01°)
7.94328234724262e+01	(-5.39636708144650e+01dB,-8.97598496726883e+01°)
8.12830516164079e+01	(-5.41636675088184e+01dB,-8.97653161034377e+01°)
8.31763771102650e+01	(-5.43636643519480e+01dB,-8.97706581069090e+01°)
8.51138038202355e+01	(-5.45636613371581e+01dB,-8.97758785151539e+01°)
8.70963589956059e+01	(-5.47636584580542e+01dB,-8.97809800957763e+01°)
8.91250938133723e+01	(-5.49636557085294e+01dB,-8.97859655533976e+01°)
9.12010839355887e+01	(-5.51636530827521e+01dB,-8.97908375310897e+01°)
9.33254300796968e+01	(-5.53636505751528e+01dB,-8.97955986117750e+01°)
9.54992586021412e+01	(-5.55636481804126e+01dB,-8.98002513195942e+01°)
9.77237220955786e+01	(-5.57636458934523e+01dB,-8.98047981212439e+01°)
9.99999999999975e+01	(-5.59636437094211e+01dB,-8.98092414272835e+01°)
1.02329299228073e+02	(-5.61636416236864e+01dB,-8.98135835934116e+01°)
1.04712854805087e+02	(-5.63636396318243e+01dB,-8.98178269217147e+01°)
1.07151930523758e+02	(-5.65636377296100e+01dB,-8.98219736618867e+01°)
1.09647819614316e+02	(-5.67636359130086e+01dB,-8.98260260124209e+01°)
1.12201845430194e+02	(-5.69636341781670e+01dB,-8.98299861217747e+01°)
1.14815362149685e+02	(-5.71636325214056e+01dB,-8.98338560895084e+01°)
1.17489755493950e+02	(-5.73636309392101e+01dB,-8.98376379673974e+01°)
1.20226443461738e+02	(-5.75636294282245e+01dB,-8.98413337605194e+01°)
1.23026877081235e+02	(-5.77636279852441e+01dB,-8.98449454283174e+01°)
1.25892541179414e+02	(-5.79636266072080e+01dB,-8.98484748856374e+01°)
1.28824955169310e+02	(-5.81636252911934e+01dB,-8.98519240037440e+01°)
1.31825673855637e+02	(-5.83636240344088e+01dB,-8.98552946113111e+01°)
1.34896288259162e+02	(-5.85636228341885e+01dB,-8.98585884953917e+01°)
1.38038426460285e+02	(-5.87636216879866e+01dB,-8.98618074023651e+01°)
1.41253754462272e+02	(-5.89636205933721e+01dB,-8.98649530388619e+01°)
1.44543977074589e+02	(-5.91636195480231e+01dB,-8.98680270726690e+01°)
1.47910838816817e+02	(-5.93636185497224e+01dB,-8.98710311336132e+01°)
1.51356124843617e+02	(-5.95636175963523e+01dB,-8.98739668144254e+01°)
1.54881661891244e+02	(-5.97636166858908e+01dB,-8.98768356715844e+01°)
1.58489319246107e+02	(-5.99636158164066e+01dB,-8.98796392261422e+01°)
1.62181009735889e+02	(-6.01636149860555e+01dB,-8.98823789645301e+01°)
1.65958690743752e+02	(-6.03636141930762e+01dB,-8.98850563393465e+01°)
1.69824365246170e+02	(-6.05636134357867e+01dB,-8.98876727701271e+01°)
1.73780082874933e+02	(-6.07636127125808e+01dB,-8.98902296440971e+01°)
1.77827941003888e+02	(-6.09636120219243e+01dB,-8.98927283169067e+01°)
1.81970085860994e+02	(-6.11636113623524e+01dB,-8.98951701133494e+01°)
1.86208713666282e+02	(-6.13636107324661e+01dB,-8.98975563280648e+01°)
1.90546071796320e+02	(-6.15636101309292e+01dB,-8.98998882262243e+01°)
1.94984459975799e+02	(-6.17636095564658e+01dB,-8.99021670442023e+01°)
1.99526231496883e+02	(-6.19636090078575e+01dB,-8.99043939902310e+01°)
2.04173794466948e+02	(-6.21636084839406e+01dB,-8.99065702450415e+01°)
2.08929613085399e+02	(-6.23636079836038e+01dB,-8.99086969624892e+01°)
2.13796208950218e+02	(-6.25636075057857e+01dB,-8.99107752701658e+01°)
2.18776162394950e+02	(-6.27636070494730e+01dB,-8.99128062699971e+01°)
2.23872113856828e+02	(-6.29636066136977e+01dB,-8.99147910388269e+01°)
2.29086765276771e+02	(-6.31636061975355e+01dB,-8.99167306289879e+01°)
2.34422881531986e+02	(-6.33636058001036e+01dB,-8.99186260688598e+01°)
2.39883291901943e+02	(-6.35636054205590e+01dB,-8.99204783634144e+01°)
2.45470891568497e+02	(-6.37636050580968e+01dB,-8.99222884947481e+01°)
2.51188643150951e+02	(-6.39636047119480e+01dB,-8.99240574226030e+01°)
2.57039578276880e+02	(-6.41636043813785e+01dB,-8.99257860848754e+01°)
2.63026799189531e+02	(-6.43636040656870e+01dB,-8.99274753981130e+01°)
2.69153480392684e+02	(-6.45636037642039e+01dB,-8.99291262580011e+01°)
2.75422870333809e+02	(-6.47636034762898e+01dB,-8.99307395398372e+01°)
2.81838293126438e+02	(-6.49636032013339e+01dB,-8.99323160989949e+01°)
2.88403150312653e+02	(-6.51636029387531e+01dB,-8.99338567713779e+01°)
2.95120922666631e+02	(-6.53636026879904e+01dB,-8.99353623738626e+01°)
3.01995172040194e+02	(-6.55636024485138e+01dB,-8.99368337047316e+01°)
3.09029543251351e+02	(-6.57636022198154e+01dB,-8.99382715440968e+01°)
3.16227766016830e+02	(-6.59636020014102e+01dB,-8.99396766543128e+01°)
3.23593656929620e+02	(-6.61636017928348e+01dB,-8.99410497803812e+01°)
3.31131121482582e+02	(-6.63636015936468e+01dB,-8.99423916503458e+01°)
3.38844156139194e+02	(-6.65636014034237e+01dB,-8.99437029756782e+01°)
3.46736850452522e+02	(-6.67636012217621e+01dB,-8.99449844516553e+01°)
3.54813389233566e+02	(-6.69636010482766e+01dB,-8.99462367577279e+01°)
3.63078054770092e+02	(-6.71636008825992e+01dB,-8.99474605578807e+01°)
3.71535229097163e+02	(-6.73636007243786e+01dB,-8.99486565009845e+01°)
3.80189396320551e+02	(-6.75636005732790e+01dB,-8.99498252211403e+01°)
3.89045144994270e+02	(-6.77636004289800e+01dB,-8.99509673380152e+01°)
3.98107170553487e+02	(-6.79636002911756e+01dB,-8.99520834571715e+01°)
4.07380277804102e+02	(-6.81636001595733e+01dB,-8.99531741703871e+01°)
4.16869383470324e+02	(-6.83636000338941e+01dB,-8.99542400559695e+01°)
4.26579518801581e+02	(-6.85635999138715e+01dB,-8.99552816790627e+01°)
4.36515832240154e+02	(-6.87635997992507e+01dB,-8.99562995919463e+01°)
4.46683592150951e+02	(-6.89635996897887e+01dB,-8.99572943343289e+01°)
4.57088189614863e+02	(-6.91635995852533e+01dB,-8.99582664336339e+01°)
4.67735141287186e+02	(-6.93635994854228e+01dB,-8.99592164052789e+01°)
4.78630092322625e+02	(-6.95635993900854e+01dB,-8.99601447529497e+01°)
4.89778819368433e+02	(-6.97635992990389e+01dB,-8.99610519688665e+01°)
5.01187233627259e+02	(-6.99635992120901e+01dB,-8.99619385340456e+01°)
5.12861383991351e+02	(-7.01635991290547e+01dB,-8.99628049185540e+01°)
5.24807460249758e+02	(-7.03635990497565e+01dB,-8.99636515817587e+01°)
5.37031796370238e+02	(-7.05635989740273e+01dB,-8.99644789725703e+01°)
5.49540873857610e+02	(-7.07635989017064e+01dB,-8.99652875296811e+01°)
5.62341325190334e+02	(-7.09635988326406e+01dB,-8.99660776817976e+01°)
5.75439937337141e+02	(-7.11635987666832e+01dB,-8.99668498478678e+01°)
5.88843655355573e+02	(-7.13635987036944e+01dB,-8.99676044373033e+01°)
6.02559586074341e+02	(-7.15635986435405e+01dB,-8.99683418501964e+01°)
6.16595001861465e+02	(-7.17635985860940e+01dB,-8.99690624775322e+01°)
6.30957344480176e+02	(-7.19635985312331e+01dB,-8.99697667013961e+01°)
6.45654229034638e+02	(-7.21635984788413e+01dB,-8.99704548951761e+01°)
6.60693448007578e+02	(-7.23635984288075e+01dB,-8.99711274237609e+01°)
6.76082975391963e+02	(-7.25635983810256e+01dB,-8.99717846437333e+01°)
6.91830970918917e+02	(-7.27635983353942e+01dB,-8.99724269035594e+01°)
7.07945784384118e+02	(-7.29635982918166e+01dB,-8.99730545437734e+01°)
7.24435960074970e+02	(-7.31635982502003e+01dB,-8.99736678971576e+01°)
7.41310241300897e+02	(-7.33635982104570e+01dB,-8.99742672889198e+01°)
7.58577575029163e+02	(-7.35635981725025e+01dB,-8.99748530368649e+01°)
7.76247116628670e+02	(-7.37635981362562e+01dB,-8.99754254515637e+01°)
7.94328234724259e+02	(-7.39635981016413e+01dB,-8.99759848365176e+01°)
8.12830516164077e+02	(-7.41635980685843e+01dB,-8.99765314883196e+01°)
8.31763771102648e+02	(-7.43635980370151e+01dB,-8.99770656968113e+01°)
8.51138038202353e+02	(-7.45635980068668e+01dB,-8.99775877452367e+01°)
8.70963589956056e+02	(-7.47635979780753e+01dB,-8.99780979103925e+01°)
8.91250938133721e+02	(-7.49635979505797e+01dB,-8.99785964627748e+01°)
9.12010839355884e+02	(-7.51635979243216e+01dB,-8.99790836667223e+01°)
9.33254300796965e+02	(-7.53635978992453e+01dB,-8.99795597805568e+01°)
9.54992586021409e+02	(-7.55635978752976e+01dB,-8.99800250567197e+01°)
9.77237220955783e+02	(-7.57635978524277e+01dB,-8.99804797419066e+01°)
1.00000000000000e+03	(-7.59635978305874e+01dB,-8.99809240771973e+01°)
